Toys,34.82,10,0.378
Tools,39.32,5,0.699
Automotive,39.18,4,0.096
Computers,4.55,1,0.32
Outdoors,87.32,9,0.842
Toys,66.34,3,0.536
Health,0.11,4,0.292
Clothing,5.39,6,0.896
Sports,33.67,2,0.492
Industrial,11.34,1,0.211
Shoes,17.03,4,0.197
Health,39.04,12,0.875
Health,26.1,1,0.425
Sports,26.94,3,0.726
Garden,47.29,16,0.37
Computers,99.88,1,0.622
Electronics,1.17,3,0.082
Grocery,35.97,15,0.247
Computers,9.73,16,0.746
Outdoors,72.46,14,0.589
Movies,42.76,23,0.134
Electronics,10.39,4,0.33
Home,14.35,8,0.74
Home,30.58,2,0.095
Clothing,67.88,4,0.173
Movies,15.32,9,0.457
Tools,0.35,8,0.473
Games,84.69,16,0.419
Outdoors,28.3,5,0.367
Movies,80.4,11,0.52
Grocery,4.92,10,0.264
Computers,47.54,3,0.704
Grocery,54.68,1,0.591
Outdoors,93.99,18,0.674
Movies,63.52,8,0.166
Computers,6.86,1,0.126
Movies,54.17,11,0.238
Clothing,18.3,1,0.454
Automotive,10.32,5,0.751
Health,83.51,11,0.401
Grocery,5.37,3,0.458
Games,24.04,1,0.415
Movies,50.66,4,0.731
Garden,32.94,8,0.895
Automotive,0.78,5,0.515
Computers,0.48,1,0.688
Music,93.16,15,0.073
Shoes,11.37,3,0.41
Computers,53.36,1,0.524
Garden,52.53,9,0.756
Health,27.24,14,0.346
Music,71.07,9,0.879
Home,63.01,8,0.35
Computers,13.82,3,0.284
Movies,57.74,3,0.243
Music,49.06,2,0.579
Computers,12.73,14,0.716
Shoes,84.71,14,0.541
Books,84.54,1,0.495
Automotive,23.97,14,0.094
Electronics,91.27,9,0.865
Computers,78.14,9,0.239
Grocery,28.11,2,0.441
Electronics,69.06,12,0.226
Shoes,69.41,15,0.204
Music,6.06,19,0.762
Outdoors,51.86,1,0.195
Electronics,75.36,5,0.582
Grocery,65.5,1,0.241
Home,86.33,2,0.27
Books,68.43,7,0.627
Toys,82.16,11,0.709
Garden,47.81,4,0.135
Home,65.68,15,0.201
Computers,23.77,3,0.224
Movies,70.86,1,0.571
Electronics,64.14,5,0.626
Industrial,29.84,20,0.349
Computers,2.01,3,0.098
Games,30.86,16,0.538
Books,86.55,12,0.482
Computers,38.75,4,0.77
Garden,84.42,9,0.498
Electronics,35.47,7,0.654
Industrial,5.35,3,0.641
Movies,69.54,15,0.825
Industrial,78.53,6,0.733
Music,67.17,11,0.125
Music,96.53,12,0.514
Industrial,37.83,6,0.79
Computers,15.14,13,0.556
Movies,82.56,5,0.67
Books,92.41,7,0.197
Shoes,95.57,10,0.188
Electronics,42.1,3,0.805
Computers,74.87,3,0.379
Tools,59.65,23,0.605
Home,61.98,2,0.566
Industrial,32.44,2,0.676
Home,42.98,9,0.402
Electronics,86.28,1,0.469
Tools,25.78,17,0.257
Shoes,85.68,27,0.152
Music,22.24,9,0.615
Garden,69.76,7,0.135
Games,72.37,6,0.312
Industrial,90.66,14,0.545
Health,5.98,8,0.659
Games,35.94,12,0.276
Electronics,49.7,5,0.575
Health,64.01,10,0.219
Automotive,93.66,9,0.168
Music,31.09,3,0.393
Games,2.7,6,0.506
Garden,87.97,2,0.337
Outdoors,50.69,25,0.166
Grocery,92.85,3,0.157
Home,99.71,14,0.537
Clothing,69.5,14,0.283
Tools,62.11,4,0.245
Music,18.41,1,0.811
Health,54.56,19,0.549
Automotive,44.76,16,0.299
Books,92.24,3,0.848
Industrial,22.63,3,0.35
Automotive,51.89,10,0.431
Shoes,82.05,3,0.4
Automotive,49.16,5,0.249
Grocery,47.16,3,0.281
Clothing,36.2,10,0.814
Outdoors,2.27,6,0.631
Toys,42.85,10,0.37
Electronics,51.29,7,0.154
Health,19.6,6,0.481
Computers,65.94,1,0.659
Grocery,7.47,4,0.81
Toys,64.67,1,0.346
Automotive,49.86,12,0.307
Clothing,32.14,2,0.678
Music,30.66,4,0.779
Computers,35.67,10,0.791
Toys,37.3,7,0.236
Computers,42.49,22,0.318
Toys,61.85,13,0.713
Computers,6.34,6,0.324
Industrial,14.01,14,0.666
Shoes,41.65,1,0.296
Books,85.43,17,0.77
Computers,37.92,11,0.454
Toys,90.33,1,0.359
Outdoors,32.51,7,0.647
Electronics,0.77,13,0.744
Industrial,57.48,6,0.265
Computers,93.54,10,0.469
Garden,80.38,4,0.604
Computers,36.03,6,0.862
Home,53.12,9,0.36
Health,6.62,5,0.16
Health,56.54,1,0.164
Home,10.73,6,0.471
Garden,39.33,7,0.09
Sports,43.4,1,0.542
Tools,86.83,6,0.257
Music,94.41,5,0.455
Toys,74.16,12,0.662
Games,0.2,7,0.792
Movies,62.93,1,0.819
Music,70.65,1,0.816
Computers,52.32,5,0.851
Outdoors,84.68,9,0.433
Electronics,95.39,9,0.625
Home,79.65,14,0.633
Garden,62.93,12,0.317
Health,52.62,9,0.331
Health,12.48,11,0.368
Electronics,5.65,8,0.564
Electronics,63.1,3,0.321
Grocery,52.8,1,0.487
Sports,23.0,14,0.889
Electronics,42.56,1,0.569
Garden,25.4,5,0.342
Sports,42.11,10,0.788
Health,27.36,1,0.34
Home,28.08,13,0.552
Home,86.39,21,0.106
Health,64.74,1,0.803
Sports,24.34,1,0.225
Health,83.86,1,0.849
Sports,98.87,7,0.39
Grocery,68.8,3,0.286
Movies,88.63,1,0.808
Toys,65.14,2,0.223
Health,5.45,18,0.479
Computers,19.42,19,0.564
Computers,52.64,9,0.179
Music,78.13,4,0.875
Electronics,41.91,24,0.75
Games,65.88,14,0.351
Automotive,55.52,1,0.819
Sports,43.44,1,0.221
Computers,58.65,11,0.749
Shoes,24.83,4,0.164
Shoes,60.03,26,0.571
Health,36.17,9,0.583
Computers,21.61,2,0.662
Movies,62.48,19,0.658
Industrial,93.79,2,0.247
Electronics,51.56,6,0.478
Tools,38.48,14,0.852
Automotive,95.52,3,0.134
Computers,88.5,2,0.464
Computers,54.74,24,0.252
Music,5.78,18,0.709
Outdoors,18.25,1,0.403
Garden,64.7,10,0.735
Electronics,67.96,21,0.697
Electronics,49.64,8,0.535
Electronics,20.31,10,0.258
Toys,16.05,1,0.507
Garden,27.77,2,0.069
Automotive,90.88,24,0.819
Electronics,15.98,1,0.772
Movies,53.14,11,0.842
Computers,78.67,6,0.414
Shoes,77.93,10,0.583
Toys,56.79,9,0.093
Automotive,45.52,5,0.428
Industrial,7.27,12,0.128
Tools,33.57,16,0.82
Movies,68.68,18,0.224
Industrial,79.42,6,0.724
Computers,22.48,11,0.499
Home,13.53,5,0.08
Shoes,78.61,1,0.897
Garden,43.59,6,0.832
Tools,22.28,16,0.122
Industrial,76.19,1,0.731
Games,19.54,13,0.491
Shoes,80.42,2,0.398
Shoes,31.67,18,0.757
Shoes,60.07,12,0.738
Movies,56.13,6,0.872
Health,90.62,11,0.549
Outdoors,20.94,8,0.166
Industrial,91.27,11,0.162
Industrial,68.1,18,0.452
Grocery,1.97,3,0.15
Home,19.07,4,0.673
Music,45.81,14,0.503
Tools,81.39,17,0.844
Clothing,88.46,1,0.649
Electronics,23.35,4,0.397
Automotive,78.04,5,0.78
Grocery,70.26,1,0.85
Computers,81.22,11,0.108
Toys,52.92,7,0.259
Shoes,71.4,5,0.803
Games,2.36,2,0.238
Industrial,27.22,7,0.564
Tools,32.53,3,0.424
Clothing,78.34,21,0.384
Computers,12.78,17,0.715
Industrial,86.18,7,0.615
Music,75.52,6,0.268
Computers,35.28,9,0.342
Music,75.74,12,0.225
Books,69.07,2,0.088
Clothing,53.89,8,0.289
Sports,55.7,14,0.559
Electronics,2.49,1,0.281
Books,34.27,2,0.835
Movies,2.28,5,0.527
Music,36.37,14,0.241
Sports,24.74,16,0.754
Shoes,5.18,7,0.774
Shoes,59.75,10,0.275
Computers,60.76,7,0.537
Industrial,39.62,5,0.822
Computers,60.73,1,0.084
Movies,24.43,2,0.386
Tools,98.69,1,0.455
Sports,92.16,3,0.733
Health,26.71,2,0.707
Computers,42.46,11,0.223
Electronics,41.14,6,0.088
Computers,27.68,5,0.863
Electronics,69.39,7,0.326
Movies,61.0,19,0.242
Music,50.19,10,0.448
Computers,59.71,4,0.807
Health,41.5,1,0.674
Shoes,49.85,2,0.592
Books,35.87,5,0.565
Electronics,77.14,19,0.22
Home,93.94,7,0.781
Movies,46.95,2,0.378
Games,88.09,1,0.721
Movies,49.96,19,0.406
Music,6.03,8,0.162
Shoes,47.6,14,0.664
Outdoors,22.51,1,0.319
Music,63.63,1,0.57
Clothing,50.45,19,0.164
Games,74.59,2,0.086
Automotive,57.16,1,0.784
Shoes,44.85,6,0.172
Computers,92.51,8,0.206
Computers,22.26,16,0.275
Home,43.74,1,0.32
Movies,14.98,20,0.398
Garden,32.77,11,0.525
Industrial,31.42,1,0.776
Sports,28.81,1,0.667
Clothing,9.91,10,0.794
Computers,13.93,16,0.42
Industrial,71.66,2,0.267
Garden,99.64,1,0.442
Shoes,3.77,6,0.617
Grocery,20.15,3,0.427
Industrial,98.58,20,0.343
Health,37.89,18,0.791
Health,8.36,7,0.291
Computers,30.49,4,0.859
Sports,42.19,10,0.462
Toys,90.22,18,0.887
Garden,70.63,12,0.695
Home,18.15,40,0.784
Clothing,99.13,2,0.289
Books,91.79,6,0.794
Electronics,55.36,11,0.384
Electronics,28.77,9,0.775
Electronics,29.38,16,0.336
Industrial,63.73,5,0.609
Games,97.1,7,0.252
Outdoors,63.38,4,0.43
Computers,59.72,1,0.562
Computers,70.19,5,0.437
Movies,31.04,13,0.375
Outdoors,6.83,8,0.588
Games,35.61,2,0.559
Industrial,20.55,5,0.082
Computers,8.97,10,0.597
Industrial,70.15,7,0.315
Computers,40.83,9,0.082
Home,18.63,1,0.844
Computers,18.08,12,0.697
Computers,50.32,2,0.291
Home,12.17,2,0.713
Clothing,27.71,1,0.353
Automotive,75.4,17,0.218
Sports,76.62,1,0.645
Garden,92.6,10,0.604
Movies,73.15,4,0.355
Automotive,85.46,4,0.053
Electronics,90.71,2,0.387
Computers,23.73,4,0.323
Computers,4.05,2,0.316
Garden,43.63,14,0.793
Games,33.72,8,0.9
Sports,45.32,8,0.403
Industrial,15.64,9,0.408
Computers,68.81,7,0.774
Garden,61.3,1,0.78
Electronics,93.11,4,0.407
Industrial,31.71,10,0.68
Clothing,76.37,9,0.42
Books,3.94,5,0.749
Toys,11.96,15,0.439
Tools,44.0,1,0.835
Computers,27.89,14,0.181
Games,17.56,1,0.689
Computers,50.11,16,0.752
Industrial,2.17,8,0.503
Computers,88.25,1,0.766
Tools,84.33,7,0.845
Movies,51.64,14,0.092
Clothing,60.26,13,0.582
Sports,8.53,1,0.093
Sports,61.1,9,0.077
Computers,5.71,8,0.575
Books,10.7,2,0.84
Industrial,17.95,6,0.123
Computers,7.08,15,0.63
Grocery,56.75,1,0.143
Sports,95.76,2,0.878
Clothing,34.13,17,0.423
Books,19.17,3,0.394
Health,32.7,4,0.133
Toys,81.1,7,0.824
Health,30.9,4,0.119
Health,50.46,7,0.675
Outdoors,86.09,3,0.264
Toys,80.86,12,0.698
Health,13.63,22,0.687
Tools,20.98,15,0.462
Health,58.1,4,0.453
Computers,3.57,8,0.856
Garden,89.2,9,0.822
Computers,40.47,10,0.534
Movies,98.48,9,0.431
Books,9.53,4,0.639
Clothing,22.58,13,0.678
Computers,49.14,11,0.22
Home,88.46,5,0.616
Automotive,42.5,18,0.126
Industrial,82.28,27,0.868
Music,35.48,7,0.308
Tools,40.98,19,0.235
Music,77.59,1,0.629
Sports,18.39,2,0.217
Toys,40.19,7,0.526
Tools,47.72,8,0.305
Computers,98.31,23,0.601
Home,19.27,19,0.644
Computers,88.77,1,0.89
Home,16.23,2,0.073
Movies,95.12,8,0.306
Sports,81.36,6,0.077
Toys,59.7,2,0.658
Outdoors,81.45,1,0.183
Shoes,30.14,3,0.471
Shoes,77.59,2,0.063
Electronics,11.75,15,0.683
Computers,10.17,12,0.446
Outdoors,98.77,19,0.253
Outdoors,65.83,2,0.443
Electronics,34.41,1,0.419
Computers,49.81,4,0.711
Garden,24.45,13,0.485
Tools,97.47,3,0.459
Electronics,54.64,7,0.745
Shoes,23.52,21,0.181
Home,68.81,2,0.4
Industrial,7.25,19,0.811
Home,32.28,2,0.132
Health,1.7,19,0.489
Computers,66.27,7,0.303
Home,94.13,3,0.348
Sports,41.97,3,0.788
Health,22.04,7,0.591
Computers,78.5,6,0.541
Music,5.4,12,0.532
Outdoors,47.46,8,0.696
Automotive,99.13,9,0.801
Electronics,86.61,16,0.069
Sports,13.84,8,0.533
Clothing,29.93,6,0.482
Garden,8.46,4,0.813
Toys,78.3,5,0.363
Books,70.84,13,0.633
Automotive,68.38,21,0.471
Health,11.0,1,0.297
Computers,46.36,2,0.113
Computers,5.62,3,0.077
Computers,5.06,1,0.639
Clothing,88.5,1,0.722
Games,32.98,8,0.138
Books,40.14,2,0.764
Electronics,29.98,7,0.897
Computers,0.16,7,0.485
Games,87.87,2,0.739
Industrial,12.54,5,0.805
Outdoors,50.39,8,0.488
Computers,82.52,22,0.642
Garden,86.85,11,0.243
Electronics,67.98,6,0.235
Toys,55.29,8,0.374
Sports,20.48,6,0.398
Shoes,46.48,8,0.608
Computers,54.59,5,0.278
Computers,46.61,7,0.745
Games,63.85,8,0.496
Electronics,35.05,13,0.365
Music,71.32,1,0.56
Garden,67.82,1,0.797
Movies,80.89,12,0.409
Music,28.23,7,0.86
Computers,12.76,13,0.674
Computers,90.1,7,0.328
Sports,28.0,7,0.67
Automotive,80.32,1,0.467
Music,56.41,8,0.474
Toys,64.38,1,0.678
Grocery,66.32,12,0.867
Grocery,85.14,1,0.525
Outdoors,38.75,4,0.228
Health,61.68,7,0.418
Sports,57.11,15,0.385
Computers,94.22,10,0.283
Clothing,54.7,15,0.132
Electronics,32.19,7,0.194
Games,15.08,17,0.691
Books,53.08,10,0.44
Tools,10.71,3,0.438
Computers,66.14,12,0.637
Computers,33.05,31,0.601
Automotive,19.89,15,0.279
Sports,90.61,7,0.857
Tools,42.43,18,0.829
Shoes,57.85,28,0.4
Sports,89.01,1,0.417
Toys,39.28,12,0.703
Grocery,23.71,1,0.788
Clothing,17.17,7,0.529
Movies,70.79,8,0.581
Sports,48.05,9,0.866
Toys,66.76,5,0.48
Music,30.71,7,0.662
Grocery,53.95,8,0.146
Toys,73.91,13,0.629
Toys,30.86,11,0.504
Grocery,92.18,7,0.177
Books,36.74,10,0.17
Computers,35.35,1,0.353
Home,48.25,2,0.736
Computers,52.47,1,0.854
Books,37.7,9,0.446
Clothing,13.05,1,0.549
Computers,99.71,2,0.385
Sports,77.29,13,0.109
Health,15.17,2,0.107
Books,4.0,28,0.275
Outdoors,9.11,2,0.74
Home,39.61,10,0.435
Books,24.71,10,0.587
Outdoors,73.95,7,0.429
Industrial,32.99,8,0.888
Garden,35.14,16,0.628
Industrial,85.57,13,0.368
Electronics,7.2,9,0.541
Computers,90.72,6,0.739
Games,33.82,5,0.628
Computers,67.92,6,0.676
Automotive,78.77,15,0.301
Shoes,7.09,21,0.807
Books,76.2,24,0.205
Movies,80.61,3,0.404
Movies,60.16,11,0.458
Electronics,51.99,10,0.575
Sports,16.74,1,0.195
Automotive,83.97,14,0.261
Computers,74.81,9,0.439
Automotive,29.98,12,0.311
Health,62.55,25,0.323
Movies,97.56,7,0.094
Games,38.0,18,0.622
Outdoors,79.33,9,0.451
Computers,96.74,3,0.839
Clothing,45.23,19,0.78
Music,1.87,15,0.451
Industrial,88.7,10,0.592
Games,19.49,5,0.106
Sports,35.57,6,0.187
Industrial,78.43,16,0.405
Clothing,42.88,1,0.44
Clothing,19.71,16,0.131
Electronics,25.61,13,0.147
Electronics,78.11,7,0.865
Health,21.12,1,0.36
Home,54.81,17,0.066
Tools,67.35,7,0.059
Garden,25.77,5,0.137
Electronics,33.15,18,0.89
Garden,53.45,1,0.896
Tools,63.5,8,0.554
Movies,81.63,8,0.269
Electronics,28.82,20,0.452
Books,67.56,7,0.889
Computers,95.65,8,0.346
Electronics,66.38,20,0.405
Electronics,47.76,24,0.376
Home,10.49,8,0.475
Games,29.69,3,0.213
Tools,10.58,10,0.657
Tools,5.41,1,0.616
Electronics,62.53,1,0.795
Games,68.91,3,0.681
Grocery,88.54,18,0.431
Outdoors,49.57,7,0.117
Industrial,16.89,1,0.459
Industrial,72.9,14,0.318
Health,11.29,3,0.668
Shoes,44.99,2,0.272
Automotive,76.53,29,0.806
Industrial,87.45,4,0.555
Sports,55.76,7,0.809
Electronics,16.9,12,0.114
Books,46.24,12,0.375
Toys,64.12,8,0.589
Toys,25.64,7,0.092
Clothing,54.83,10,0.087
Garden,99.73,2,0.072
Games,32.4,3,0.417
Toys,32.37,1,0.058
Garden,88.11,7,0.212
Automotive,77.28,6,0.665
Toys,97.65,2,0.591
Books,76.5,7,0.187
Industrial,84.57,10,0.455
Garden,99.64,14,0.112
Grocery,51.8,13,0.816
Computers,64.65,3,0.644
Music,93.23,16,0.609
Toys,35.14,5,0.147
Automotive,73.57,3,0.491
Music,10.72,22,0.263
Home,22.29,11,0.546
Tools,93.27,1,0.652
Toys,1.26,10,0.718
Industrial,21.75,1,0.526
Shoes,67.04,1,0.31
Computers,86.26,9,0.137
Computers,98.89,1,0.099
Books,31.7,8,0.621
Movies,14.41,17,0.728
Outdoors,75.85,6,0.837
Games,12.46,15,0.084
Home,23.69,5,0.339
Automotive,76.65,10,0.872
Electronics,57.61,22,0.65
Sports,99.86,8,0.692
Computers,37.86,6,0.428
Toys,57.18,8,0.872
Automotive,52.51,20,0.578
Automotive,52.32,7,0.486
Automotive,59.51,7,0.466
Automotive,94.22,11,0.198
Shoes,4.9,19,0.349
Computers,48.2,13,0.451
Electronics,42.66,7,0.354
Computers,77.18,7,0.716
Garden,99.28,1,0.652
Tools,5.94,23,0.591
Games,1.12,5,0.143
Garden,43.7,3,0.862
Grocery,27.59,4,0.346
Computers,3.73,5,0.418
Electronics,98.16,3,0.597
Grocery,18.12,9,0.56
Movies,71.51,2,0.166
Health,83.36,11,0.39
Movies,25.0,11,0.852
Toys,54.52,4,0.391
Computers,60.47,2,0.784
Computers,11.03,3,0.291
Computers,87.44,2,0.434
Toys,68.2,6,0.65
Automotive,20.32,6,0.172
Toys,17.72,5,0.457
Automotive,85.05,17,0.43
Clothing,98.39,3,0.691
Books,74.17,5,0.808
Automotive,28.73,7,0.299
Outdoors,11.85,8,0.63
Shoes,54.71,13,0.073
Shoes,70.28,7,0.563
Sports,2.46,22,0.566
Books,76.48,5,0.292
Tools,28.13,7,0.301
Sports,31.78,1,0.747
Home,20.71,5,0.427
Computers,92.26,11,0.886
Books,67.96,15,0.713
Electronics,76.29,7,0.588
Home,93.7,3,0.389
Shoes,16.45,7,0.459
Electronics,8.21,4,0.488
Automotive,62.46,8,0.078
Outdoors,45.47,13,0.29
Sports,29.35,3,0.271
Shoes,0.91,1,0.338
Sports,16.09,10,0.828
Computers,58.29,7,0.696
Music,98.41,4,0.482
Electronics,95.32,12,0.37
Games,35.66,9,0.626
Shoes,26.09,4,0.498
Shoes,53.29,16,0.787
Industrial,57.41,6,0.705
Games,57.75,6,0.785
Industrial,95.79,7,0.805
Computers,86.62,7,0.524
Games,57.19,11,0.681
Industrial,0.33,9,0.216
Shoes,41.7,13,0.395
Computers,41.9,20,0.545
Grocery,44.88,7,0.177
Movies,42.92,10,0.15
Home,88.6,18,0.711
Shoes,62.19,6,0.253
Computers,2.07,8,0.896
Garden,76.83,8,0.187
Shoes,52.23,1,0.457
Grocery,83.38,6,0.752
Electronics,66.8,14,0.423
Outdoors,4.55,5,0.333
Industrial,12.32,9,0.531
Computers,94.13,6,0.342
Automotive,31.01,14,0.486
Shoes,20.1,7,0.674
Health,81.82,3,0.071
Automotive,15.62,2,0.716
Industrial,42.24,4,0.706
Tools,58.57,7,0.056
Industrial,22.06,8,0.491
Outdoors,7.61,5,0.692
Computers,15.12,1,0.602
Automotive,71.42,1,0.469
Games,49.25,4,0.8
Industrial,3.09,4,0.061
Computers,27.64,2,0.054
Computers,85.32,1,0.424
Computers,99.17,15,0.053
Computers,57.91,28,0.29
Clothing,76.26,3,0.136
Electronics,14.58,1,0.496
Industrial,40.08,3,0.238
Tools,0.32,17,0.783
Electronics,56.22,6,0.3
Tools,64.32,5,0.403
Grocery,81.4,7,0.897
Industrial,31.38,15,0.059
Industrial,77.18,13,0.162
Computers,57.69,22,0.409
Computers,80.79,2,0.451
Clothing,44.88,5,0.426
Computers,35.88,2,0.84
Games,84.95,3,0.34
Books,70.16,3,0.564
Clothing,18.28,4,0.087
Industrial,16.81,12,0.243
Movies,27.02,11,0.278
Computers,89.22,10,0.589
Games,65.99,11,0.746
Industrial,86.47,2,0.392
Electronics,20.68,7,0.254
Garden,21.94,22,0.649
Industrial,64.85,8,0.669
Industrial,32.68,3,0.84
Outdoors,70.88,6,0.139
Computers,43.38,10,0.467
Electronics,76.49,9,0.85
Electronics,55.06,11,0.115
Computers,17.99,12,0.393
Outdoors,85.01,25,0.772
Electronics,77.72,5,0.4
Toys,69.47,11,0.874
Movies,64.67,1,0.714
Industrial,41.66,8,0.069
Industrial,23.22,6,0.895
Movies,55.06,5,0.385
Clothing,56.64,2,0.402
Health,5.82,5,0.568
Clothing,5.0,11,0.718
Automotive,4.47,14,0.835
Grocery,46.19,7,0.642
Clothing,53.72,12,0.381
Home,43.99,13,0.133
Clothing,38.6,5,0.059
Industrial,13.19,6,0.812
Books,20.21,11,0.549
Music,77.87,14,0.124
Music,53.89,22,0.387
Health,60.13,12,0.864
Computers,24.17,1,0.696
Clothing,95.79,6,0.671
Computers,79.69,4,0.738
Games,57.73,13,0.6
Movies,5.34,3,0.63
Home,71.01,2,0.651
Shoes,62.21,13,0.403
Computers,48.9,15,0.497
Outdoors,1.97,2,0.48
Health,88.75,15,0.794
Computers,44.42,7,0.225
Clothing,29.86,9,0.501
Grocery,68.22,3,0.695
Computers,5.72,14,0.195
Industrial,63.9,4,0.096
Computers,6.4,3,0.053
Grocery,69.85,4,0.659
Electronics,94.43,13,0.829
Tools,58.34,1,0.132
Health,76.59,7,0.484
Movies,38.8,14,0.305
Automotive,31.0,3,0.474
Garden,73.36,2,0.062
Books,24.91,5,0.573
Computers,85.65,7,0.778
Clothing,14.87,12,0.833
Movies,2.64,15,0.356
Garden,20.81,20,0.713
Grocery,4.97,17,0.064
Home,54.33,7,0.218
Health,81.04,2,0.778
Toys,65.44,7,0.124
Computers,53.18,11,0.447
Industrial,50.7,17,0.289
Automotive,0.95,8,0.292
Health,37.62,1,0.356
Health,76.67,16,0.682
Toys,89.35,2,0.423
Computers,19.02,12,0.444
Sports,4.23,4,0.232
Computers,58.85,24,0.211
Sports,93.11,4,0.571
Computers,35.03,4,0.671
Games,16.45,3,0.24
Shoes,33.85,15,0.116
Electronics,96.97,20,0.745
Home,22.81,12,0.889
Music,92.58,6,0.186
Industrial,96.45,1,0.281
Health,69.27,12,0.227
Grocery,17.19,6,0.471
Clothing,32.83,1,0.304
Books,85.11,7,0.364
Games,44.46,5,0.131
Music,71.78,1,0.346
Health,17.26,8,0.26
Industrial,95.44,6,0.898
Toys,24.57,9,0.429
Toys,69.99,4,0.377
Toys,58.67,1,0.841
Grocery,5.62,3,0.129
Garden,82.63,12,0.079
Computers,98.64,4,0.141
Garden,11.36,20,0.793
Computers,24.95,2,0.452
Industrial,28.05,12,0.323
Industrial,97.53,9,0.855
Games,74.59,2,0.584
Shoes,33.6,5,0.581
Games,73.59,25,0.133
Movies,53.1,9,0.115
Computers,63.97,17,0.318
Computers,92.62,3,0.498
Toys,21.04,14,0.203
Music,16.69,5,0.37
Automotive,22.77,14,0.335
Books,39.69,4,0.647
Clothing,23.83,3,0.261
Industrial,2.41,3,0.331
Home,48.08,7,0.663
Grocery,32.42,23,0.627
Toys,3.14,1,0.57
Computers,70.68,17,0.085
Sports,1.95,9,0.667
Clothing,50.76,1,0.09
Health,38.25,10,0.16
Computers,98.15,3,0.823
Industrial,14.21,20,0.627
Industrial,83.02,26,0.372
Home,45.42,15,0.685
Industrial,94.62,19,0.249
Sports,79.21,5,0.209
Games,60.36,7,0.555
Electronics,37.81,5,0.204
Music,85.45,28,0.053
Computers,94.89,2,0.776
Books,73.34,20,0.053
Shoes,34.13,4,0.553
Toys,61.66,6,0.091
Computers,22.22,6,0.774
Computers,91.41,16,0.131
Toys,63.39,14,0.159
Outdoors,58.7,1,0.602
Automotive,56.33,3,0.149
Computers,53.85,1,0.289
Movies,60.28,1,0.65
Toys,71.21,22,0.444
Clothing,54.88,15,0.201
Outdoors,79.93,6,0.364
Computers,26.35,4,0.32
Music,11.78,2,0.071
Toys,85.5,6,0.127
Movies,96.19,7,0.248
Books,25.24,11,0.461
Toys,82.38,10,0.684
Electronics,28.59,1,0.395
Games,40.85,19,0.061
Industrial,44.87,8,0.346
Home,51.51,13,0.187
Home,56.89,1,0.887
Computers,9.94,1,0.896
Automotive,87.75,1,0.836
Music,1.93,1,0.346
Sports,16.91,11,0.507
Shoes,74.13,7,0.425
Books,72.91,11,0.539
Clothing,53.56,1,0.588
Electronics,61.35,12,0.74
Automotive,55.24,6,0.466
Home,91.1,14,0.356
Books,96.43,3,0.682
Movies,52.96,4,0.132
Electronics,79.61,14,0.363
Games,39.06,16,0.051
Computers,2.9,4,0.794
Computers,47.22,20,0.12
Automotive,55.2,3,0.619
Health,29.51,1,0.86
Computers,93.86,9,0.063
Health,55.18,5,0.161
Clothing,15.24,1,0.277
Automotive,19.33,7,0.779
Electronics,5.34,7,0.601
Home,56.04,13,0.341
Automotive,16.82,9,0.847
Clothing,52.21,16,0.413
Clothing,72.51,5,0.683
Garden,17.35,20,0.817
Clothing,83.04,5,0.241
Sports,96.39,2,0.421
Electronics,33.77,4,0.836
Home,83.07,10,0.173
Garden,4.47,4,0.192
Electronics,97.18,2,0.599
Electronics,1.88,12,0.429
Home,29.33,7,0.457
Garden,14.52,6,0.835
Home,80.03,1,0.532
Industrial,14.52,1,0.871
Shoes,72.71,7,0.836
Industrial,56.25,10,0.289
Industrial,92.3,14,0.089
Tools,84.82,14,0.6
Tools,7.8,1,0.201
Grocery,59.49,15,0.476
Home,48.6,4,0.479
Outdoors,97.06,7,0.72
Movies,15.15,1,0.627
Computers,31.85,5,0.639
Health,74.78,16,0.292
Computers,83.99,14,0.877
Grocery,7.68,1,0.69
Sports,63.72,5,0.245
Tools,21.19,2,0.574
Movies,51.81,4,0.704
Clothing,80.51,5,0.822
Music,74.28,10,0.438
Clothing,8.83,9,0.352
Automotive,67.61,12,0.677
Industrial,12.24,13,0.245
Electronics,1.83,5,0.471
Sports,90.94,19,0.637
Sports,97.1,1,0.261
Clothing,76.08,1,0.841
Computers,20.21,5,0.359
Toys,15.47,3,0.655
Industrial,33.89,9,0.349
Industrial,60.1,12,0.754
Computers,69.51,5,0.317
Games,65.44,18,0.186
Electronics,73.76,8,0.415
Movies,80.73,18,0.239
Automotive,20.17,5,0.765
Books,2.69,17,0.506
Computers,17.24,5,0.086
Games,30.28,11,0.105
Computers,74.2,15,0.095
Clothing,18.09,5,0.474
Industrial,46.32,22,0.197
Health,79.69,1,0.701
Movies,21.32,13,0.469
Industrial,41.07,10,0.565
Tools,40.59,11,0.886
Health,24.55,6,0.9
Outdoors,35.64,1,0.861
Grocery,18.36,16,0.534
Computers,11.99,3,0.135
Health,10.74,3,0.831
Garden,18.84,1,0.271
Industrial,51.73,13,0.8
Industrial,39.33,13,0.347
Computers,51.03,2,0.808
Tools,27.89,13,0.218
Movies,8.59,7,0.712
Garden,32.1,4,0.326
Outdoors,49.95,1,0.732
Books,76.8,22,0.674
Home,36.27,8,0.404
Music,73.35,3,0.791
Computers,19.47,9,0.316
Automotive,28.16,19,0.728
Shoes,58.85,13,0.612
